kp_id,name,subject,subject_zh,stage,grade,curriculum,domain,path,curriculum_points_count,excerpts_count,curriculum_md_chars,has_curriculum_md,textbook_chapter,textbook_chars,has_usable_textbook,exercises_count,errors_count,interactive_count,real_world_count,has_teaching_methods,has_extensions,gap_count,gaps,quality_flags
chn-h-practical-reading,非连续性实用文本,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-practical-reading.json,3,3,907,True,,689,True,3,2,0,1,True,True,0,,
chn-h-red-chamber,《红楼梦》（长篇小说阅读）,chinese,语文,high,11,cn,整本书阅读,data/kp/chinese/chn-h-red-chamber.json,4,4,1271,True,,853,True,3,2,0,1,True,True,0,,
chn-h-sentence-revision-h,病句修改与句式变换,chinese,语文,high,10,cn,语言文字运用,data/kp/chinese/chn-h-sentence-revision-h.json,2,2,980,True,,688,True,3,2,0,1,True,True,0,,
chn-h-task-driven-writing,任务驱动型作文,chinese,语文,high,11,cn,写作,data/kp/chinese/chn-h-task-driven-writing.json,3,3,1125,True,,822,True,3,2,0,1,True,True,0,,
chn-m-argumentative-reading,议论文阅读,chinese,语文,middle,8,cn,现代文阅读,data/kp/chinese/chn-m-argumentative-reading.json,3,3,1083,True,,3022,True,3,2,0,1,True,True,0,,
chn-m-argumentative-writing-m,议论文写作,chinese,语文,middle,8,cn,写作,data/kp/chinese/chn-m-argumentative-writing-m.json,3,3,1073,True,写作专题,2998,True,3,2,0,1,True,True,0,,
chn-m-classical-appreciation,文言文综合鉴赏,chinese,语文,middle,9,cn,古诗文阅读,data/kp/chinese/chn-m-classical-appreciation.json,3,3,1057,True,,3001,True,3,2,0,1,True,True,0,,
chn-m-classical-prose,经典文言文精读,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-prose.json,3,3,957,True,,2991,True,3,2,0,1,True,True,0,,
chn-m-classical-sentences,文言特殊句式,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-sentences.json,2,2,827,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-classical-translation,文言文翻译,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-classical-translation.json,2,2,815,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-classical-words,文言实词与虚词,chinese,语文,middle,7,cn,古诗文阅读,data/kp/chinese/chn-m-classical-words.json,2,2,835,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-comprehensive-language,综合性语言运用,chinese,语文,middle,9,cn,语言文字运用,data/kp/chinese/chn-m-comprehensive-language.json,3,3,962,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-descriptive-writing,描写方法与细节,chinese,语文,middle,7,cn,写作,data/kp/chinese/chn-m-descriptive-writing.json,3,3,999,True,,2993,True,3,2,0,1,True,True,0,,
chn-m-dream-red-mansions,《红楼梦》选读,chinese,语文,middle,9,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-dream-red-mansions.json,3,3,1117,True,,3043,True,3,2,0,1,True,True,0,,
chn-m-erta-essay-collection,散文杂文集,chinese,语文,middle,9,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-erta-essay-collection.json,3,3,1139,True,,2995,True,3,2,0,1,True,True,0,,
chn-m-erta-foreign-novel,外国名著（《海底两万里》等）,chinese,语文,middle,8,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-erta-foreign-novel.json,3,3,1034,True,,2979,True,3,2,0,1,True,True,0,,
chn-m-erta-stories,《朝花夕拾》,chinese,语文,middle,7,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-erta-stories.json,3,3,1144,True,,3037,True,3,2,0,1,True,True,0,,
chn-m-erta-tales-heroes,《骆驼祥子》/《水浒传》,chinese,语文,middle,8,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-erta-tales-heroes.json,3,3,1157,True,,3059,True,3,2,0,1,True,True,0,,
chn-m-essay-comprehensive,综合性作文,chinese,语文,middle,9,cn,写作,data/kp/chinese/chn-m-essay-comprehensive.json,3,3,896,True,,2925,True,3,2,0,1,True,True,0,,
chn-m-expository-reading,说明文阅读,chinese,语文,middle,7,cn,现代文阅读,data/kp/chinese/chn-m-expository-reading.json,3,3,954,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-journey-west,《西游记》,chinese,语文,middle,7,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-journey-west.json,3,3,1146,True,,3042,True,3,2,0,1,True,True,0,,
chn-m-literary-appreciation,文学类作品鉴赏,chinese,语文,middle,9,cn,现代文阅读,data/kp/chinese/chn-m-literary-appreciation.json,3,3,1046,True,,2965,True,3,2,0,1,True,True,0,,
chn-m-narrative-reading,记叙文阅读,chinese,语文,middle,7,cn,现代文阅读,data/kp/chinese/chn-m-narrative-reading.json,3,3,1051,True,,2996,True,3,2,0,1,True,True,0,,
chn-m-narrative-writing-m,记叙文写作,chinese,语文,middle,7,cn,写作,data/kp/chinese/chn-m-narrative-writing-m.json,3,3,949,True,习作单元,2935,True,3,2,0,1,True,True,0,,
chn-m-novel-reading,小说阅读,chinese,语文,middle,8,cn,现代文阅读,data/kp/chinese/chn-m-novel-reading.json,3,3,1066,True,,2998,True,3,2,0,1,True,True,0,,
chn-m-poetry-appreciation,古诗词赏析入门,chinese,语文,middle,7,cn,古诗文阅读,data/kp/chinese/chn-m-poetry-appreciation.json,3,3,1000,True,,2991,True,3,2,0,1,True,True,0,,
chn-m-poetry-comparison,古诗词比较阅读,chinese,语文,middle,9,cn,古诗文阅读,data/kp/chinese/chn-m-poetry-comparison.json,3,3,1079,True,,2955,True,3,2,0,1,True,True,0,,
chn-m-poetry-imagery,古诗词意象与意境,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-poetry-imagery.json,3,3,1025,True,古诗词单元,2998,True,3,2,0,1,True,True,0,,
chn-m-poetry-recitation,初中古诗词背诵,chinese,语文,middle,7,cn,古诗文阅读,data/kp/chinese/chn-m-poetry-recitation.json,2,2,909,True,,2939,True,3,2,0,1,True,True,0,,
chn-m-poetry-techniques,古诗词表现手法,chinese,语文,middle,8,cn,古诗文阅读,data/kp/chinese/chn-m-poetry-techniques.json,3,3,1067,True,,2954,True,3,2,0,1,True,True,0,,
chn-m-prose-reading,散文阅读,chinese,语文,middle,8,cn,现代文阅读,data/kp/chinese/chn-m-prose-reading.json,3,3,1068,True,,2989,True,3,2,0,1,True,True,0,,
chn-m-rhetoric-analysis,修辞手法赏析,chinese,语文,middle,7,cn,语言文字运用,data/kp/chinese/chn-m-rhetoric-analysis.json,3,3,897,True,,3004,True,3,2,0,1,True,True,0,,
chn-m-rhetoric-figures,常见修辞手法,chinese,语文,middle,7,cn,语言文字运用,data/kp/chinese/chn-m-rhetoric-figures.json,3,3,919,True,,3017,True,3,2,0,1,True,True,0,,
chn-m-sentence-components,句子成分分析,chinese,语文,middle,7,cn,语言文字运用,data/kp/chinese/chn-m-sentence-components.json,2,2,1209,True,,2899,True,3,2,0,1,True,True,0,,
chn-m-sentence-logic,句子逻辑与连贯,chinese,语文,middle,8,cn,语言文字运用,data/kp/chinese/chn-m-sentence-logic.json,3,3,923,True,,2941,True,3,2,0,1,True,True,0,,
chn-m-sentence-transformations-zh,句式变换与病句修改,chinese,语文,middle,8,cn,语言文字运用,data/kp/chinese/chn-m-sentence-transformations-zh.json,3,3,965,True,,2979,True,3,2,0,1,True,True,0,,
chn-m-whole-book-reading,整本书阅读方法,chinese,语文,middle,7,cn,整本书阅读与名著导读,data/kp/chinese/chn-m-whole-book-reading.json,3,3,1117,True,,3039,True,3,2,0,1,True,True,0,,
chn-m-word-usage,词语辨析与运用,chinese,语文,middle,7,cn,语言文字运用,data/kp/chinese/chn-m-word-usage.json,2,2,970,True,,2951,True,3,2,0,1,True,True,0,,
eng-e-alphabet,26个英文字母,english,英语,elementary,3,cn,语音与自然拼读,data/kp/english/eng-e-alphabet.json,3,3,1217,True,Unit 1-3,2180,True,3,2,0,1,True,True,0,,
eng-e-asking-directions,问路与指路,english,英语,elementary,4,cn,语篇与阅读,data/kp/english/eng-e-asking-directions.json,4,4,1136,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-consonant-sounds,辅音音素,english,英语,elementary,3,cn,语音与自然拼读,data/kp/english/eng-e-consonant-sounds.json,3,3,1225,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-daily-topics-basic,日常话题简单对话,english,英语,elementary,4,cn,语篇与阅读,data/kp/english/eng-e-daily-topics-basic.json,3,3,1207,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-future-simple,一般将来时,english,英语,elementary,6,cn,语法,data/kp/english/eng-e-future-simple.json,2,2,893,True,语法专项,2185,True,3,2,0,1,True,True,0,,
eng-e-greetings-classroom,课堂用语与问候语,english,英语,elementary,3,cn,语篇与阅读,data/kp/english/eng-e-greetings-classroom.json,3,3,947,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-greetings-intro,打招呼与自我介绍,english,英语,elementary,3,cn,语篇与阅读,data/kp/english/eng-e-greetings-intro.json,3,3,947,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-listening-speaking,听说训练综合,english,英语,elementary,3-6,cn,听说,data/kp/english/eng-e-listening-speaking.json,4,4,1230,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-nouns-articles,名词与冠词 a/an/the,english,英语,elementary,3,cn,语法,data/kp/english/eng-e-nouns-articles.json,2,2,1367,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-numbers-colors,数字与颜色,english,英语,elementary,3,cn,词汇,data/kp/english/eng-e-numbers-colors.json,3,3,1038,True,Unit 3-6,2187,True,3,2,0,1,True,True,0,,
eng-e-passage-questions,语篇理解答题,english,英语,elementary,5,cn,语篇与阅读,data/kp/english/eng-e-passage-questions.json,3,3,999,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-past-simple,一般过去时,english,英语,elementary,5,cn,语法,data/kp/english/eng-e-past-simple.json,2,2,1066,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-phonics-blends,辅元混合拼读,english,英语,elementary,4,cn,语音与自然拼读,data/kp/english/eng-e-phonics-blends.json,3,3,1139,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-phonics-consonants,辅音字母组合拼读,english,英语,elementary,3,cn,语音与自然拼读,data/kp/english/eng-e-phonics-consonants.json,4,4,1270,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-phonics-rules,自然拼读基本规律,english,英语,elementary,4,cn,语音与自然拼读,data/kp/english/eng-e-phonics-rules.json,4,4,1131,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-phonics-vowels,元音字母组合拼读,english,英语,elementary,4,cn,语音与自然拼读,data/kp/english/eng-e-phonics-vowels.json,3,3,1140,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-prepositions,方位介词,english,英语,elementary,4,cn,语法,data/kp/english/eng-e-prepositions.json,2,2,1035,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-present-continuous,现在进行时,english,英语,elementary,5,cn,语法,data/kp/english/eng-e-present-continuous.json,2,2,1063,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-present-simple,一般现在时,english,英语,elementary,4,cn,语法,data/kp/english/eng-e-present-simple.json,2,2,1070,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-pronouns-be-verbs,人称代词与 be 动词,english,英语,elementary,3,cn,语法,data/kp/english/eng-e-pronouns-be-verbs.json,2,2,1103,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-reading-skills-primary,小学阅读技能,english,英语,elementary,5,cn,语篇与阅读,data/kp/english/eng-e-reading-skills-primary.json,4,4,1040,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-short-passage,简单语篇阅读,english,英语,elementary,4,cn,语篇与阅读,data/kp/english/eng-e-short-passage.json,3,3,953,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-simple-sentences,简单句结构,english,英语,elementary,3,cn,语法,data/kp/english/eng-e-simple-sentences.json,2,2,1069,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-simple-writing,看图写话与简单作文,english,英语,elementary,6,cn,写作,data/kp/english/eng-e-simple-writing.json,2,2,984,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-story-retelling,故事复述,english,英语,elementary,6,cn,语篇与阅读,data/kp/english/eng-e-story-retelling.json,4,4,1054,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-tenses-primary,小学阶段时态综合,english,英语,elementary,6,cn,语法,data/kp/english/eng-e-tenses-primary.json,2,2,1077,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-there-be,There be 句型,english,英语,elementary,4,cn,语法,data/kp/english/eng-e-there-be.json,3,3,1139,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-topic-conversation,话题式对话,english,英语,elementary,5,cn,语篇与阅读,data/kp/english/eng-e-topic-conversation.json,3,3,1085,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-vocab-600-words,小学 600 词累积,english,英语,elementary,6,cn,词汇,data/kp/english/eng-e-vocab-600-words.json,2,2,1151,True,,2185,True,3,2,0,1,True,True,0,,
eng-e-vocab-daily-life,日常生活词汇,english,英语,elementary,4,cn,词汇,data/kp/english/eng-e-vocab-daily-life.json,3,3,1188,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-vocab-family-school,家庭与校园词汇,english,英语,elementary,3,cn,词汇,data/kp/english/eng-e-vocab-family-school.json,3,3,1201,True,,2187,True,3,2,0,1,True,True,0,,
eng-e-vocab-nature-society,自然与社会词汇,english,英语,elementary,5,cn,词汇,data/kp/english/eng-e-vocab-nature-society.json,3,3,1198,True,,2195,True,3,2,0,1,True,True,0,,
eng-e-vowel-sounds,元音音素,english,英语,elementary,3,cn,语音与自然拼读,data/kp/english/eng-e-vowel-sounds.json,3,3,1190,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-word-reading,单词见字读音,english,英语,elementary,5,cn,语音与自然拼读,data/kp/english/eng-e-word-reading.json,4,4,1197,True,,2180,True,3,2,0,1,True,True,0,,
eng-e-writing-skills-primary,小学写作技能,english,英语,elementary,6,cn,写作,data/kp/english/eng-e-writing-skills-primary.json,3,3,998,True,,2180,True,3,2,0,1,True,True,0,,
eng-h-advanced-grammar,语法综合进阶,english,英语,high,10,cn,语法,data/kp/english/eng-h-advanced-grammar.json,3,3,1044,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-adverbial-clauses-h,状语从句,english,英语,high,10,cn,语法,data/kp/english/eng-h-adverbial-clauses-h.json,2,2,1022,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-application-letter,应用文写作（书信/邮件）,english,英语,high,10,cn,写作,data/kp/english/eng-h-application-letter.json,2,2,1108,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-attributive-clauses-h,定语从句,english,英语,high,10,cn,语法,data/kp/english/eng-h-attributive-clauses-h.json,2,2,998,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-cloze-comprehensive,完形填空综合,english,英语,high,11,cn,完形填空,data/kp/english/eng-h-cloze-comprehensive.json,3,3,1353,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-cloze-narrative,完形填空（记叙型）,english,英语,high,10,cn,完形填空,data/kp/english/eng-h-cloze-narrative.json,3,3,1172,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-context-vocab,语境词义推断,english,英语,high,12,cn,词汇,data/kp/english/eng-h-context-vocab.json,3,3,1066,True,,2201,True,3,2,0,1,True,True,0,,
eng-h-continuation-writing,读后续写,english,英语,high,11,cn,写作,data/kp/english/eng-h-continuation-writing.json,3,3,1200,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-essay-writing,议论文/记叙文写作,english,英语,high,10,cn,写作,data/kp/english/eng-h-essay-writing.json,3,3,1045,True,,2192,True,3,2,0,1,True,True,0,,
eng-h-listening-long-h,长对话与独白听力,english,英语,high,11,cn,听力,data/kp/english/eng-h-listening-long-h.json,2,2,1085,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-listening-short-h,短对话听力,english,英语,high,10,cn,听力,data/kp/english/eng-h-listening-short-h.json,3,3,1209,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-non-finite-h,非谓语动词,english,英语,high,11,cn,语法,data/kp/english/eng-h-non-finite-h.json,3,3,1102,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-noun-clauses,名词性从句,english,英语,high,10,cn,语法,data/kp/english/eng-h-noun-clauses.json,2,2,1039,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-reading-7-choose-5,七选五语篇填空,english,英语,high,11,cn,阅读理解,data/kp/english/eng-h-reading-7-choose-5.json,3,3,1320,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-reading-comprehension-advanced,高阶阅读综合,english,英语,high,12,cn,阅读理解,data/kp/english/eng-h-reading-comprehension-advanced.json,3,3,1110,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-reading-detail-h,阅读细节题,english,英语,high,10,cn,阅读理解,data/kp/english/eng-h-reading-detail-h.json,3,3,1260,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-reading-inference-h,阅读推理题,english,英语,high,10,cn,阅读理解,data/kp/english/eng-h-reading-inference-h.json,3,3,1259,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-reading-purpose,阅读主旨与目的题,english,英语,high,11,cn,阅读理解,data/kp/english/eng-h-reading-purpose.json,3,3,1158,True,,2197,True,3,2,0,1,True,True,0,,
eng-h-special-sentences,特殊句式（倒装/强调/省略）,english,英语,high,12,cn,语法,data/kp/english/eng-h-special-sentences.json,2,2,1078,True,,2200,True,3,2,0,1,True,True,0,,
eng-h-subjunctive-mood,虚拟语气,english,英语,high,11,cn,语法,data/kp/english/eng-h-subjunctive-mood.json,2,2,998,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-summary-writing,概要写作,english,英语,high,12,cn,写作,data/kp/english/eng-h-summary-writing.json,3,3,1270,True,,2187,True,3,2,0,1,True,True,0,,
eng-h-tense-system,时态与语态系统,english,英语,high,10,cn,语法,data/kp/english/eng-h-tense-system.json,3,3,1049,True,,2193,True,3,2,0,1,True,True,0,,
eng-h-vocab-3500,高中 3500 词汇,english,英语,high,11,cn,词汇,data/kp/english/eng-h-vocab-3500.json,3,3,1051,True,,2200,True,3,2,0,1,True,True,0,,
eng-h-word-formation-h,构词法（派生/合成/转化）,english,英语,high,10,cn,词汇,data/kp/english/eng-h-word-formation-h.json,2,2,1059,True,,2201,True,3,2,0,1,True,True,0,,
eng-m-adverbial-clause,状语从句,english,英语,middle,9,cn,语法与句法,data/kp/english/eng-m-adverbial-clause.json,3,3,1057,True,,2277,True,3,2,0,1,True,True,0,,
eng-m-attributive-clause,定语从句,english,英语,middle,9,cn,语法与句法,data/kp/english/eng-m-attributive-clause.json,3,3,1193,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-basic-writing,基础写作（短文/书信/邮件）,english,英语,middle,9,cn,语篇理解与书面表达,data/kp/english/eng-m-basic-writing.json,3,3,1170,True,,2180,True,3,2,0,1,True,True,0,,
eng-m-cloze-test,完形填空,english,英语,middle,8,cn,语篇理解与书面表达,data/kp/english/eng-m-cloze-test.json,3,3,1014,True,,2180,True,3,2,0,1,True,True,0,,
eng-m-curriculum-vocabulary,课标核心词汇（1600词）,english,英语,middle,7,cn,词汇与语块,data/kp/english/eng-m-curriculum-vocabulary.json,3,3,1207,True,,2311,True,3,2,0,1,True,True,0,,
eng-m-ipa-transcription,国际音标（IPA）,english,英语,middle,7,cn,语音与拼写,data/kp/english/eng-m-ipa-transcription.json,2,2,1132,True,,2257,True,3,2,0,1,True,True,0,,
eng-m-listening-basic,基础听力（对话/短文）,english,英语,middle,7,cn,听说交流,data/kp/english/eng-m-listening-basic.json,3,3,1199,True,,2239,True,3,2,0,1,True,True,0,,
eng-m-listening-long,长对话与语段听力,english,英语,middle,8,cn,听说交流,data/kp/english/eng-m-listening-long.json,3,3,989,True,,2180,True,3,2,0,1,True,True,0,,
eng-m-modal-verbs,情态动词（can/may/must/should）,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-modal-verbs.json,3,3,1361,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-nouns-articles,名词、代词与冠词,english,英语,middle,7,cn,语法与句法,data/kp/english/eng-m-nouns-articles.json,3,3,1225,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-object-clause,宾语从句,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-object-clause.json,3,3,1193,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-oral-topic,话题口语表达,english,英语,middle,9,cn,听说交流,data/kp/english/eng-m-oral-topic.json,3,3,1042,True,,2231,True,3,2,0,1,True,True,0,,
eng-m-passive-voice,被动语态,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-passive-voice.json,3,3,1193,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-phrasal-verbs,动词短语,english,英语,middle,9,cn,词汇与语块,data/kp/english/eng-m-phrasal-verbs.json,2,2,1140,True,,2265,True,3,2,0,1,True,True,0,,
eng-m-reading-strategies,阅读策略（略读/扫读/精读）,english,英语,middle,7,cn,语篇理解与书面表达,data/kp/english/eng-m-reading-strategies.json,3,3,1063,True,,2203,True,3,2,0,1,True,True,0,,
eng-m-sentence-patterns,基本句型与复合句,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-sentence-patterns.json,3,3,1180,True,,2292,True,3,2,0,1,True,True,0,,
eng-m-tenses-future,一般将来时与过去将来时,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-tenses-future.json,3,3,1249,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-tenses-past,一般过去时与过去进行时,english,英语,middle,7,cn,语法与句法,data/kp/english/eng-m-tenses-past.json,3,3,1117,True,语法专项,2246,True,3,2,0,1,True,True,0,,
eng-m-tenses-perfect,现在完成时与过去完成时,english,英语,middle,8,cn,语法与句法,data/kp/english/eng-m-tenses-perfect.json,3,3,1249,True,,2297,True,3,2,0,1,True,True,0,,
eng-m-tenses-present,一般现在时与现在进行时,english,英语,middle,7,cn,语法与句法,data/kp/english/eng-m-tenses-present.json,3,3,1249,True,语法专项,2297,True,3,2,0,1,True,True,0,,
eng-m-text-types,语篇类型识别（记叙/说明/议论）,english,英语,middle,8,cn,语篇理解与书面表达,data/kp/english/eng-m-text-types.json,3,3,1171,True,,2270,True,3,2,0,1,True,True,0,,
eng-m-theme-vocabulary,主题词汇（校园/家庭/社会/自然）,english,英语,middle,8,cn,词汇与语块,data/kp/english/eng-m-theme-vocabulary.json,3,3,1266,True,,2281,True,3,2,0,1,True,True,0,,
eng-m-word-formation-en,构词法（前缀/后缀/合成）,english,英语,middle,8,cn,词汇与语块,data/kp/english/eng-m-word-formation-en.json,3,3,1144,True,,2272,True,3,2,0,1,True,True,0,,
geo-h-agriculture,农业,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-agriculture.json,3,3,915,True,必修二 第3章,719,True,3,2,0,1,True,True,0,,
geo-h-agriculture-location,农业区位因素,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-agriculture-location.json,3,3,949,True,,721,True,3,2,0,1,True,True,0,,
geo-h-agriculture-types,主要农业地域类型,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-agriculture-types.json,2,2,903,True,,660,True,3,2,0,1,True,True,0,,
geo-h-atmosphere,大气圈综合,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-atmosphere.json,3,3,971,True,,721,True,3,2,0,1,True,True,0,,
geo-h-atmospheric-circulation,大气环流（三圈环流）,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-atmospheric-circulation.json,3,3,1076,True,,723,True,3,2,0,1,True,True,0,,
geo-h-atmospheric-heating,大气的受热过程,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-atmospheric-heating.json,3,3,949,True,,683,True,3,2,0,1,True,True,0,,
geo-h-climate-change,全球气候变化,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-climate-change.json,2,2,929,True,,651,True,3,2,0,1,True,True,0,,
geo-h-climate-types,气候类型与分布,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-climate-types.json,3,3,1047,True,,718,True,3,2,0,1,True,True,0,,
geo-h-crustal-movement,地壳运动,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-crustal-movement.json,3,3,939,True,,676,True,3,2,0,1,True,True,0,,
geo-h-earth-in-universe,地球的宇宙环境,geography,地理,high,10,cn,地球与宇宙环境,data/kp/geography/geo-h-earth-in-universe.json,2,2,883,True,,640,True,3,2,0,1,True,True,0,,
geo-h-earth-motion,地球运动综合,geography,地理,high,10,cn,地球与宇宙环境,data/kp/geography/geo-h-earth-motion.json,2,2,864,True,,662,True,3,2,0,1,True,True,0,,
geo-h-earth-revolution,地球的公转（黄赤交角/正午太阳高度）,geography,地理,high,10,cn,地球与宇宙环境,data/kp/geography/geo-h-earth-revolution.json,2,2,960,True,,662,True,3,2,0,1,True,True,0,,
geo-h-earth-rotation,地球的自转（地方时/地转偏向力）,geography,地理,high,10,cn,地球与宇宙环境,data/kp/geography/geo-h-earth-rotation.json,2,2,944,True,,662,True,3,2,0,1,True,True,0,,
geo-h-earth-structure,地球的内部圈层与结构,geography,地理,high,10,cn,地球与宇宙环境,data/kp/geography/geo-h-earth-structure.json,2,2,863,True,,632,True,3,2,0,1,True,True,0,,
geo-h-environmental-issues,环境问题,geography,地理,high,11,cn,资源、环境与可持续发展,data/kp/geography/geo-h-environmental-issues.json,4,4,971,True,,701,True,3,2,0,1,True,True,0,,
geo-h-global-circulation,全球性大气环流,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-global-circulation.json,2,2,1015,True,,687,True,3,2,0,1,True,True,0,,
geo-h-hydrosphere,水圈综合,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-hydrosphere.json,2,2,855,True,,647,True,3,2,0,1,True,True,0,,
geo-h-industry-cluster,工业地域与工业集聚,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-industry-cluster.json,3,3,960,True,,708,True,3,2,0,1,True,True,0,,
geo-h-industry-location,工业区位,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-industry-location.json,3,3,920,True,,708,True,3,2,0,1,True,True,0,,
geo-h-industry-services,工业与服务业,geography,地理,high,11,cn,人文地理（人口·城市·产业·交通）,data/kp/geography/geo-h-industry-services.json,3,3,936,True,必修二 第3-4章,708,True,3,2,0,1,True,True,0,,
geo-h-landforms,主要地貌类型,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-landforms.json,3,3,972,True,,693,True,3,2,0,1,True,True,0,,
geo-h-monsoon-system,季风系统,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-monsoon-system.json,3,3,1028,True,,723,True,3,2,0,1,True,True,0,,
geo-h-natural-disaster,自然灾害,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-natural-disaster.json,3,3,913,True,,683,True,3,2,0,1,True,True,0,,
geo-h-natural-integrity,自然地理环境整体性,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-natural-integrity.json,3,3,963,True,,693,True,3,2,0,1,True,True,0,,
geo-h-natural-zones,自然地理环境差异性（自然带）,geography,地理,high,10,cn,自然地理（大气·水·地貌·整体性）,data/kp/geography/geo-h-natural-zones.json,3,3,1038,True,,728,True,3,2,0,1,True,True,0,,
